fact_id,DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
7240,20161027,81,58,147,8,442,15.89026645,23.85088258,402.258851
7241,20160114,160,22,22,14,447,27.61590815,50.42071373,368.9633781
7242,20180529,26,67,136,10,598,65.86378498,87.82888397,444.307331
7243,20231219,128,58,144,18,610,77.47975819,57.46753687,475.0527049
7244,20210102,49,46,127,20,127,11.93771263,6.42227001,108.6400174
7245,20220325,86,18,76,5,888,43.37255391,124.4090378,720.2184083
7246,20221223,182,36,169,10,286,22.99088268,32.45139974,230.5577176
7247,20210514,219,64,118,13,428,52.99213371,60.81682889,314.1910374
7248,20161208,226,74,44,14,330,32.4117188,31.81283267,265.7754485
7249,20231119,220,29,19,10,839,29.23436229,105.0116695,704.7539682
7250,20160521,88,42,169,3,513,47.44655894,27.91708505,437.636356
7251,20190604,186,62,25,13,799,100.6769795,71.14549278,627.1775277
7252,20220211,20,59,162,20,429,18.99655705,24.34103697,385.662406
7253,20140618,81,97,68,5,671,18.6766506,43.80504855,608.5183009
7254,20191014,93,65,49,6,218,6.522988446,22.91620155,188.56081
7255,20220104,48,74,12,4,574,61.4067228,60.44828819,452.144989
7256,20170305,212,79,148,5,207,10.04887358,21.4292359,175.5218905
7257,20230729,223,15,1,10,999,139.4221979,74.13868022,785.4391218
7258,20140918,73,84,122,13,892,117.1484011,128.6554018,646.1961971
7259,20141202,108,66,125,4,677,47.70243774,94.01991299,535.2776493
7260,20171013,125,15,96,16,543,21.05092307,61.48069624,460.4683807
7261,20211113,9,23,110,17,618,59.28315958,58.64742624,500.0694142
7262,20210120,122,55,154,16,462,57.29397166,66.10512727,338.6009011
7263,20190930,230,52,201,19,333,24.35248136,38.47461723,270.1729014
7264,20151124,197,53,183,4,815,49.04559211,46.83200317,719.1224047
7265,20230923,207,72,209,3,969,125.2674557,143.3510123,700.381532
7266,20220629,77,30,11,17,342,19.29380981,22.69496131,300.0112289
7267,20240607,125,63,1,12,977,29.22421482,103.8599038,843.9158814
7268,20230929,3,44,48,6,293,10.87671931,35.90185345,246.2214272
7269,20190916,138,19,45,11,202,19.8065366,25.44174936,156.751714
7270,20220515,245,5,186,20,889,108.27761,60.26872139,720.4536686
7271,20141111,72,84,203,9,630,58.13537075,52.44049779,519.4241315
7272,20200214,131,60,191,5,226,24.59808433,30.15912352,171.2427922
7273,20210804,183,38,90,19,623,24.36170155,89.89209405,508.7462044
7274,20161103,128,71,103,13,277,19.01339798,27.76518005,230.221422
7275,20230910,196,99,217,20,216,13.43540621,22.57176246,179.9928313
7276,20150218,201,51,64,7,921,99.61803373,77.43390708,743.9480592
7277,20200619,130,13,50,18,786,47.73201193,73.01483579,665.2531523
7278,20191020,90,40,169,15,996,21.16848331,105.7747089,869.0568078
7279,20190616,1,92,55,19,360,44.62041167,20.91492994,294.4646584
7280,20150418,249,43,104,20,394,30.52503432,24.59676503,338.8782007
7281,20230120,95,8,140,14,969,90.12525648,64.34422542,814.5305181
7282,20210321,224,56,142,6,734,90.06654253,58.7357969,585.1976606
7283,20180930,85,79,143,5,725,83.90813119,82.62644105,558.4654278
7284,20150903,118,22,161,5,353,49.91147953,39.03370154,264.0548189
7285,20170204,208,47,26,11,178,26.10901607,17.23604677,134.6549372
7286,20140521,150,86,199,12,289,10.93639673,37.06428838,240.9993149
7287,20230713,40,9,167,20,886,57.06518636,125.3807811,703.5540325
7288,20170222,8,51,146,7,154,3.292574132,9.538683245,141.1687426
7289,20160706,196,17,92,20,185,18.84489457,16.86793467,149.2871708
7290,20170614,174,78,41,15,718,59.55622956,65.6967932,592.7469772
7291,20221115,186,30,107,13,901,36.27445933,66.63200052,798.0935402
7292,20190820,68,73,171,14,797,31.51250906,98.20580738,667.2816836
7293,20220622,185,43,119,1,719,84.10711397,102.7535341,532.1393519
7294,20180910,42,54,61,7,856,109.8757585,118.4718227,627.6524188
7295,20181121,165,5,91,1,198,6.899612233,25.75954018,165.3408476
7296,20210422,229,85,73,10,294,29.48112595,30.59078197,233.9280921
7297,20210529,189,70,90,7,256,17.72866595,24.70359054,213.5677435
7298,20201016,209,37,66,6,237,10.54549002,26.63020497,199.824305
7299,20240413,42,92,122,10,358,48.9762807,46.52744372,262.4962756
7300,20170209,174,1,31,12,699,99.21580642,49.99922589,549.7849677
7301,20210715,61,45,47,7,939,91.63575335,76.65140077,770.7128459
7302,20201013,38,49,60,3,374,48.57498375,32.5339053,292.8911109
7303,20160702,204,11,125,5,793,36.6579522,58.1009653,698.2410825
7304,20200219,103,83,199,15,845,64.2801055,71.84728272,708.8726118
7305,20220917,48,44,215,20,494,53.23328175,51.10390426,389.662814
7306,20140328,52,62,151,11,579,84.80906884,38.82064775,455.3702834
7307,20140910,7,15,64,8,142,3.620518116,7.485332691,130.8941492
7308,20210710,114,63,174,14,940,133.6002893,67.69438297,738.7053277
7309,20170512,124,36,93,6,702,85.54441023,57.01372699,559.4418628
7310,20140528,20,22,157,18,102,12.67882253,14.56340982,74.75776765
7311,20170827,6,2,115,6,493,33.31899884,27.58090868,432.1000925
7312,20210725,144,90,95,11,168,14.75490159,14.2076008,139.0374976
7313,20231206,60,70,166,9,192,11.31714898,28.47749019,152.2053608
7314,20140613,68,25,215,12,711,106.3059486,71.60496436,533.089087
7315,20160918,188,12,105,7,729,26.13351619,52.6942474,650.1722364
7316,20180609,12,92,187,17,863,32.57706456,55.71649169,774.7064438
7317,20201204,2,35,71,17,987,101.8511248,143.8117694,741.3371058
7318,20140531,128,28,160,8,298,28.93945741,31.03409128,238.0264513
7319,20220405,185,86,41,7,864,126.0270649,115.6002024,622.3727328
7320,20230506,16,27,103,11,426,42.70552842,45.86653442,337.4279372
7321,20160406,122,7,117,7,318,20.9804482,31.69351165,265.3260402
7322,20141213,92,2,98,10,364,19.7448645,42.52379588,301.7313396
7323,20220622,106,98,136,17,191,26.77450821,23.68802876,140.537463
7324,20230307,228,26,99,16,100,13.63385655,5.015784359,81.35035909
7325,20230329,144,63,185,19,954,83.40054704,50.54470826,820.0547447
7326,20180414,148,22,47,2,965,86.55953859,74.95039623,803.4900652
7327,20160414,124,38,160,3,865,89.27707885,43.44953219,732.273389
7328,20220515,34,46,122,7,934,26.10526162,112.5415544,795.353184
7329,20220818,121,79,210,9,102,6.324631535,12.29079383,83.38457463
7330,20151024,98,91,1,16,149,16.25155616,16.10474351,116.6437003
7331,20191029,204,20,38,10,520,73.72437223,49.8776537,396.3979741
7332,20161130,115,2,174,10,439,43.59448937,60.81731271,334.5881979
7333,20170823,148,73,179,14,259,17.75222416,26.84685706,214.4009188
7334,20150227,250,7,136,14,579,67.52026921,40.24436805,471.2353627
7335,20141207,31,51,179,11,535,28.6485794,33.89120079,472.4602198
7336,20190614,41,72,103,15,790,99.48246681,81.836493,608.6810402
7337,20200912,112,83,21,5,949,71.39839919,123.476817,754.1247839
7338,20160118,122,48,173,5,839,63.68699364,59.42278206,715.8902243
7339,20210114,72,64,132,1,770,107.7909593,111.674671,550.5343697
7340,20141211,158,97,199,11,738,25.87735566,103.4394494,608.6831949
7341,20190629,224,89,192,10,135,7.252757421,13.5326816,114.214561
7342,20230321,248,3,138,10,122,3.471132922,12.36637995,106.1624871
7343,20240429,180,88,214,12,669,20.7257998,90.20752316,558.066677
7344,20221130,177,53,196,13,134,13.54677103,7.674053485,112.7791755
7345,20221216,147,52,157,13,844,88.56392367,61.13491011,694.3011662
7346,20210925,114,33,96,18,996,119.7657838,130.2694135,745.9648027
7347,20190130,102,69,115,4,864,109.2954074,111.2722529,643.4323397
7348,20180818,58,13,30,13,693,51.09183646,55.70436587,586.2037977
7349,20180412,193,12,212,11,947,85.88427316,102.689858,758.4258689
7350,20230227,151,97,204,17,836,124.1811801,94.37502092,617.443799
7351,20200730,38,78,207,3,794,97.73731651,90.22272939,606.0399541
7352,20140820,33,100,148,2,330,17.8215532,25.1248123,287.0536345
7353,20220507,169,69,210,8,861,71.01110777,76.51504767,713.4738446
7354,20231003,6,47,84,2,802,33.30263299,91.58013236,677.1172347
7355,20171220,77,56,178,3,239,12.34393384,31.13914347,195.5169227
7356,20180924,48,49,25,4,476,60.55570629,66.639985,348.8043087
7357,20191214,83,13,140,20,404,57.45840475,48.28157002,298.2600252
7358,20141209,189,22,131,15,412,33.56540805,38.49078519,339.9438068
7359,20151010,43,20,189,2,108,3.623569886,14.42580787,89.95062224
7360,20211125,199,43,29,18,528,52.76246517,59.94291414,415.2946207
7361,20170925,93,71,183,3,182,26.49964804,14.62280786,140.8775441
7362,20190622,183,64,144,9,665,71.20065584,51.89686558,541.9024786
7363,20160730,223,98,100,11,292,34.47871739,36.44842607,221.0728565
7364,20151123,172,57,41,6,486,59.94170649,38.10470989,387.9535836
7365,20200706,122,92,151,20,613,73.93613208,40.17238607,498.8914819
7366,20190628,139,92,133,11,425,42.7775547,40.90000498,341.3224403
7367,20190101,171,11,95,11,424,42.25114135,49.11332139,332.6355373
7368,20230210,14,94,144,18,809,31.74310796,46.36711991,730.8897721
7369,20150306,241,34,197,9,688,60.87443718,42.60556789,584.5199949
7370,20191224,148,6,212,17,742,62.3566731,72.81036273,606.8329642
7371,20240612,214,26,71,13,346,39.67814938,38.26371455,268.0581361
7372,20160923,242,75,9,15,919,135.7209856,95.23938157,688.0396328
7373,20150404,52,50,43,2,610,48.34505122,70.98243394,490.6725148
7374,20200223,105,8,28,6,656,61.72397085,89.23000969,505.0460195
7375,20230609,214,57,76,18,255,18.05453559,16.09796699,220.8474974
7376,20190104,150,19,136,2,398,53.57531716,55.37400889,289.0506739
7377,20221217,18,53,182,18,143,13.74325258,11.22473668,118.0320107
7378,20200402,111,99,196,12,278,10.95386939,30.61136558,236.434765
7379,20150904,192,27,193,18,739,43.50467225,46.37315191,649.1221758
7380,20210622,112,39,14,12,655,15.17004791,84.9105857,554.9193664
7381,20181223,187,42,154,8,409,17.52950008,60.02342136,331.4470786
7382,20240417,68,51,168,19,456,68.37451999,55.96519635,331.6602837
7383,20171005,218,80,111,1,633,34.19870978,76.54729301,522.2539972
7384,20230128,13,84,119,10,863,109.8910724,43.40766171,709.7012659
7385,20210503,187,96,10,13,839,122.8273931,60.87951859,655.2930883
7386,20180710,32,65,101,19,916,50.03820532,112.9425808,753.0192139
7387,20240715,150,64,129,4,669,98.95980774,79.37141732,490.6687749
7388,20220111,13,68,28,12,671,76.1963581,73.2065985,521.5970434
7389,20150711,25,37,210,13,622,86.52634392,34.07856571,501.3950904
7390,20230520,99,22,77,8,945,54.43702424,116.8477622,773.7152135
7391,20140605,52,39,167,17,364,27.18591118,44.79098937,292.0230994
7392,20230724,37,28,121,5,316,15.2137941,30.65389443,270.1323115
7393,20170716,195,16,216,15,960,139.4567948,75.71789722,744.825308
7394,20240716,59,55,173,16,375,38.2322377,19.93262194,316.8351404
7395,20180516,33,17,70,19,159,14.2624817,23.07896621,121.6585521
7396,20190112,211,15,125,20,194,14.56936748,18.94633045,160.4843021
7397,20220624,208,25,92,15,687,64.75802153,88.61840221,533.6235763
7398,20191115,104,29,96,2,133,17.05707377,17.72069608,98.22223015
7399,20210421,40,73,164,5,203,18.44859252,22.25928991,162.2921176
7400,20211029,155,46,18,17,890,62.59387584,130.7913482,696.614776
7401,20170722,221,85,129,8,586,80.5902079,74.56764029,430.8421518
7402,20170301,190,83,14,7,841,27.01697643,46.75785894,767.2251646
7403,20180610,127,92,82,12,168,23.46919247,18.54519627,125.9856113
7404,20200430,249,47,156,18,377,44.37455969,40.29713082,292.3283095
7405,20191228,216,44,99,2,682,67.44345907,74.91517647,539.6413645
7406,20210723,36,44,184,1,965,55.70647373,95.34873172,813.9447945
7407,20240523,94,51,94,11,963,126.5062837,129.1355817,707.3581346
7408,20170318,87,69,62,20,362,49.09638119,49.23077731,263.6728415
7409,20171123,151,76,156,12,858,81.06672076,127.4559882,649.477291
7410,20201218,80,9,132,17,769,65.74578911,100.2136483,603.0405626
7411,20240115,93,24,197,17,346,34.34287586,18.08795523,293.5691689
7412,20240213,111,89,35,13,250,16.49171815,24.27671873,209.2315631
7413,20220130,157,65,9,11,662,83.54311464,43.12823582,535.3286495
7414,20230513,72,58,82,12,928,65.20810656,75.76402815,787.0278653
7415,20221009,98,36,104,13,427,21.03717191,29.78536337,376.1774647
7416,20230908,152,63,187,4,752,46.38407329,72.37580426,633.2401225
7417,20211124,211,59,146,6,799,46.60867383,81.30283351,671.0884927
7418,20220508,8,79,206,15,175,19.40241173,12.44666351,143.1509248
7419,20201119,183,81,160,4,344,14.92301788,24.40117016,304.675812
7420,20140606,29,19,48,14,707,59.87918794,86.23865117,560.8821609
7421,20231204,64,6,201,6,303,37.84610887,37.77335479,227.3805363
7422,20140114,74,35,197,1,395,28.83520247,48.15435106,318.0104465
7423,20221222,171,58,86,10,610,39.11124031,39.31704747,531.5717122
7424,20221220,166,79,85,15,998,113.3638945,133.5892817,751.0468238
7425,20200713,197,12,2,2,739,34.32826367,50.34179101,654.3299453
7426,20200530,27,91,79,13,965,63.29485331,64.73156852,836.9735782
7427,20160628,231,59,201,7,877,92.73931581,122.0833161,662.1773681
7428,20170703,27,57,162,3,173,25.85279987,10.18576162,136.9614385
7429,20170630,238,90,181,8,216,26.90014612,11.84155951,177.2582944
7430,20181105,168,94,141,5,581,11.83026367,34.629734,534.5400023
7431,20160102,100,67,208,14,776,37.09773836,93.54295413,645.3593075
7432,20180419,14,34,142,4,894,64.6232265,103.3231976,726.0535759
7433,20230610,50,63,42,20,892,47.28361043,117.4332157,727.2831739
7434,20240301,178,44,8,12,202,9.305412368,13.66585554,179.0287321
7435,20150724,27,74,179,13,185,3.751936826,16.65750742,164.5905558
7436,20150119,42,17,130,11,823,21.30942104,119.1057302,682.5848488
7437,20181230,87,65,169,9,895,60.78321739,60.61108352,773.6056991
7438,20210418,181,99,98,9,568,69.30088138,54.37357646,444.3255422
7439,20191026,11,67,18,17,232,20.77557929,19.93513863,191.2892821
7440,20210825,250,58,167,2,232,9.659329184,24.77096282,197.569708
7441,20180906,3,44,56,20,449,25.58022744,45.93236025,377.4874123
7442,20190317,15,49,86,4,334,41.82217159,37.39858514,254.7792433
7443,20221231,104,74,78,14,202,5.621655639,10.99399624,185.3843481
7444,20210125,138,100,38,19,304,29.87581697,27.7882913,246.3358917
7445,20220722,4,23,131,7,796,94.67943122,54.94573014,646.3748386
7446,20210131,211,41,133,20,890,120.420245,131.9912755,637.5884795
7447,20210611,160,53,138,14,896,64.52069036,128.8327708,702.6465388
7448,20160310,195,49,21,4,161,12.56207429,10.48206697,137.9558587
7449,20171011,47,95,203,9,993,78.97259116,147.1134981,766.9139108
7450,20140113,134,12,22,4,130,6.100075445,19.2256422,104.6742824
7451,20171206,134,7,202,17,161,8.357577797,18.41208217,134.23034
7452,20180903,20,38,31,19,799,48.47974339,45.91150212,704.6087545
7453,20150719,14,80,78,10,538,61.31001048,47.89386163,428.7961279
7454,20201115,165,61,2,19,898,27.34875985,112.3026687,758.3485714
7455,20200508,70,41,139,17,990,73.83450636,126.1084225,790.0570711
7456,20140813,236,36,136,1,404,29.15637757,58.70766865,316.1359538
7457,20170609,178,56,216,3,859,61.68078795,112.3098496,685.0093625
7458,20221119,195,86,49,6,782,52.22280769,78.25023871,651.5269536
7459,20210530,223,3,130,8,158,23.48459683,16.95958278,117.5558204
7460,20140827,198,82,189,20,748,91.34141158,88.8791201,567.7794683
7461,20210305,71,42,169,1,694,20.21763376,43.1576381,630.6247281
7462,20190616,32,23,70,4,855,125.7985071,60.23214697,668.9693459
7463,20210806,138,16,93,13,473,42.02303789,51.69700928,379.2799528
7464,20160611,203,47,127,15,541,43.17411252,67.63911558,430.1867719
7465,20210405,18,60,150,8,411,30.25849835,26.83714486,353.9043568
7466,20210826,77,3,130,3,519,54.73404812,56.44660766,407.8193442
7467,20181112,121,12,85,19,191,8.234031901,28.61480763,154.1511605
7468,20220702,218,12,101,16,205,8.026687509,18.25188558,178.7214269
7469,20190713,64,41,59,9,693,44.0441718,43.87597137,605.0798568
7470,20140415,151,81,101,6,297,30.87376156,43.45969038,222.6665481
7471,20150916,72,80,139,12,925,23.72239347,131.7742926,769.503314
7472,20190502,72,80,39,8,547,33.44867534,48.64564206,464.9056826
7473,20141117,144,11,146,8,959,139.3732889,59.28877921,760.3379319
7474,20141228,78,99,158,3,683,21.96647734,67.45955391,593.5739688
7475,20230723,144,35,107,8,495,66.67112358,54.38004504,373.9488314
7476,20170303,17,9,93,8,229,5.739093718,13.45019808,209.8107082
7477,20240718,209,59,147,9,645,49.7568218,41.97369453,553.2694837
7478,20221205,157,43,187,10,220,8.917635935,29.17463435,181.9077297
7479,20160105,119,23,38,4,949,140.2969901,109.8807102,698.8222997
7480,20140311,220,79,180,20,769,75.40062954,96.4351214,597.1642491
7481,20140622,2,89,163,17,672,78.09288101,56.32263717,537.5844818
7482,20230408,119,76,181,1,960,80.0904953,84.89247939,795.0170253
7483,20200218,2,23,48,9,827,30.27447089,96.29104856,700.4344805
7484,20140129,224,35,87,18,533,79.77215977,36.68957087,416.5382694
7485,20151002,203,78,190,8,452,40.97612706,26.18012638,384.8437466
7486,20140327,143,51,62,14,502,25.36716416,35.9108579,440.7219779
7487,20170729,30,80,117,5,833,18.48119129,122.9877745,691.5310342
7488,20180531,75,5,20,16,892,117.3545491,90.81118913,683.8342618
7489,20220430,1,36,127,5,784,92.70461957,49.0685689,642.2268115
7490,20180815,21,79,59,5,756,19.9381023,43.41684595,692.6450518
7491,20201231,187,3,76,14,328,28.96414001,29.86771942,269.1681406
7492,20221024,52,11,177,17,906,36.4935858,47.01451394,822.4919003
7493,20151014,54,19,23,10,339,48.4923757,36.67439528,253.833229
7494,20141130,231,100,206,15,830,108.9478961,56.06439986,664.9877041
7495,20190223,102,84,187,12,208,19.48362072,21.13105268,167.3853266
7496,20160228,67,10,27,15,914,39.53243816,111.140289,763.3272729
7497,20140616,82,14,187,13,986,139.4629737,101.3049469,745.2320794
7498,20200127,238,43,120,20,211,10.76308558,22.11591415,178.1210003
7499,20230915,87,93,6,16,176,9.222637923,16.01916016,150.7582019
7500,20151124,183,8,99,9,597,67.0463618,59.8699905,470.0836477
7501,20200314,143,29,109,11,797,74.7567602,105.1701039,617.0731359
7502,20210714,221,43,21,1,787,109.7482048,51.47896204,625.7728332
7503,20210506,225,87,105,6,227,14.32266521,19.85074903,192.8265858
7504,20140930,235,58,68,2,516,40.32599641,59.65398251,416.0200211
7505,20240102,21,88,205,8,859,64.31445764,98.12931185,696.5562305
7506,20170903,149,27,216,17,691,55.7996358,49.58948349,585.6108807
7507,20170328,222,15,102,10,499,72.28762069,46.1454593,380.56692
7508,20200805,240,5,68,6,154,17.37737704,20.08888831,116.5337346
7509,20240609,110,98,171,7,235,26.92126726,18.83767676,189.241056
7510,20180108,97,73,146,1,936,126.657687,72.63237097,736.709942
7511,20170121,51,55,210,12,959,92.48715217,94.60985467,771.9029932
7512,20210503,83,27,39,8,755,43.82654705,106.9427834,604.2306696
7513,20221010,47,69,75,2,128,6.365492852,9.420680503,112.2138266
7514,20141219,123,4,156,17,667,57.40880318,71.65146056,537.9397363
7515,20180222,79,98,95,10,940,47.49805713,129.6466951,762.8552478
7516,20240307,82,22,13,14,630,58.51625071,46.27041466,525.2133346
7517,20190904,35,75,142,20,775,109.3827836,49.19964302,616.4175734
7518,20170730,125,76,31,3,828,36.96041231,112.8984811,678.1411066
7519,20180713,200,1,61,10,789,69.24275437,42.49443476,677.2628109
7520,20200719,38,57,13,3,929,129.3294484,70.11315226,729.5573993
7521,20180718,48,37,13,9,377,28.16163074,44.34902521,304.489344
7522,20231209,182,38,120,10,229,14.91076592,31.87761993,182.2116141
7523,20180930,188,64,201,6,291,17.42186877,24.15701597,249.4211153
7524,20220405,190,85,151,11,374,24.99183021,47.3946332,301.6135366
7525,20150407,53,9,174,4,610,42.12862377,82.68291432,485.1884619
7526,20160428,88,28,200,15,727,84.3863832,68.01094851,574.6026683
7527,20210221,198,84,109,3,506,19.12423021,26.35273168,460.5230381
7528,20230313,156,71,102,4,959,109.3463955,113.8944652,735.7591393
7529,20160423,45,96,190,6,920,87.57445352,92.61142471,739.8141218
7530,20231028,185,49,100,20,391,19.49002303,48.97103736,322.5389396
7531,20140816,231,14,100,3,883,63.28503647,61.66347205,758.0514915
7532,20230721,246,79,199,15,816,64.53429892,116.5347276,634.9309735
7533,20141208,24,21,134,1,716,26.51932355,75.6102505,613.8704259
7534,20201107,22,90,131,17,902,68.42306546,107.4056998,726.1712347
7535,20140131,74,37,144,18,482,15.88965113,29.00440833,437.1059405
7536,20161102,10,68,84,6,873,58.24150314,128.8108676,685.9476292
7537,20220217,118,52,31,6,115,6.901649509,7.857612022,100.2407385
7538,20220912,243,67,112,11,376,37.86292774,26.82341558,311.3136567
7539,20141124,184,82,155,5,777,73.02358953,65.87799899,638.0984115
7540,20230813,145,59,42,19,487,44.61950095,63.18103404,379.199465
7541,20230206,199,70,176,5,753,28.95359824,103.7015293,620.3448725
7542,20240331,197,80,140,6,232,6.925227718,12.05831816,213.0164541
7543,20161004,171,53,93,4,376,23.24466967,47.6772527,305.0780776
7544,20140824,119,90,138,7,952,83.62876633,115.8466004,752.5246333
7545,20200506,92,48,171,6,224,33.02438231,21.31733394,169.6582837
7546,20230407,96,60,210,6,548,74.7440117,66.95762065,406.2983676
7547,20191102,10,36,126,7,373,10.01792418,32.16440079,330.817675
7548,20201017,194,33,195,19,174,24.85109601,23.15454338,125.9943606
7549,20220622,30,29,93,20,154,7.586139293,15.26082381,131.1530369
7550,20240606,48,63,167,18,295,24.39657992,32.32895194,238.2744681
7551,20211119,75,15,15,7,505,58.76174676,55.23502227,391.003231
7552,20240719,201,33,27,6,415,36.25542762,32.32807857,346.4164938
7553,20240129,226,61,173,3,982,119.6079633,65.22958419,797.1624525
7554,20220808,9,13,120,19,648,76.61950358,62.45989469,508.9206017
7555,20150510,19,29,64,5,254,27.33208628,33.0171883,193.6507254
7556,20210824,233,22,41,14,707,18.32480383,51.41375829,637.2614379
7557,20150616,24,68,169,7,913,120.8450536,102.9799544,689.174992
7558,20230223,19,24,108,4,626,84.15087886,31.85150889,509.9976122
7559,20190110,220,29,46,1,172,11.51737727,21.69254529,138.7900774
7560,20240404,106,80,186,3,820,114.2661183,84.98359857,620.7502831
7561,20210502,210,28,213,6,786,65.21464342,94.6705823,626.1147743
7562,20150211,220,50,104,12,748,110.5854843,91.40508412,546.0094316
7563,20150410,38,25,190,20,196,23.86152763,15.74758598,156.3908864
7564,20181127,160,34,38,15,706,66.93009632,46.15095754,592.9189461
7565,20200712,70,32,147,12,627,42.60154682,77.76544384,506.6330093
7566,20220721,145,17,180,17,515,43.47320883,62.87097546,408.6558157
7567,20161119,235,80,206,5,716,39.38133235,103.2050712,573.4135964
7568,20171201,185,22,200,5,523,22.55903897,62.04094218,438.4000188
7569,20220423,105,21,199,20,338,46.7803129,21.58832818,269.6313589
7570,20180204,216,55,9,3,456,67.48641365,56.32257064,332.1910157
7571,20151003,174,83,209,19,430,16.13021807,44.16380486,369.7059771
7572,20171116,166,17,194,3,753,46.58066198,49.50663899,656.912699
7573,20150820,82,38,189,14,260,18.6960805,34.02378187,207.2801376
7574,20230508,116,80,14,6,307,37.80793409,37.69974706,231.4923189
7575,20170822,142,96,109,17,986,98.33943353,122.0288716,765.6316949
7576,20180305,247,26,83,18,599,26.12159809,86.110066,486.7683359
7577,20220607,82,42,155,17,765,69.91676456,111.6771096,583.4061258
7578,20140719,235,82,212,12,406,13.53073281,31.77112927,360.6981379
7579,20150313,161,13,211,7,958,69.23200882,56.60505276,832.1629384
7580,20210930,96,32,58,3,352,14.23043895,43.46289235,294.3066687
7581,20210715,171,62,140,8,829,33.21947196,115.6689778,680.1115502
7582,20210130,4,46,36,12,988,81.64295496,147.9465667,758.4104783
7583,20211101,47,50,99,17,592,12.88854749,82.03037284,497.0810797
7584,20171225,195,63,76,1,669,44.34451364,66.12006021,558.5354262
7585,20160211,222,1,182,11,973,49.11445579,132.3752709,791.5102733
7586,20220902,227,55,159,8,114,7.061580816,10.6041678,96.33425139
7587,20210719,14,31,22,18,300,36.98277635,19.92986967,243.087354
7588,20210925,24,50,186,20,832,114.3584835,47.23949566,670.4020208
7589,20200923,35,89,67,3,690,69.6153079,51.66427843,568.7204137
7590,20151122,124,47,4,8,733,98.3780915,83.93605077,550.6858577
7591,20170822,14,30,19,5,438,28.46507308,22.2515797,387.2833472
7592,20140413,185,93,18,7,485,20.50671747,55.98872964,408.5045529
7593,20150102,29,9,6,10,652,77.18403293,90.56699094,484.2489761
7594,20230810,248,62,199,17,868,121.1326113,53.46091503,693.4064736
7595,20210720,43,67,150,10,315,18.01967285,29.1890418,267.7912853
7596,20230418,16,71,163,15,444,19.2373207,55.64584371,369.1168356
7597,20140902,152,77,28,20,277,38.66431096,30.58516367,207.7505254
7598,20150409,116,41,87,19,468,43.2838199,44.01188867,380.7042914
7599,20180801,2,63,122,18,881,18.01777237,130.5313287,732.4508989
7600,20160902,157,71,124,1,405,48.74404022,23.43556772,332.8203921
7601,20171006,186,42,56,15,253,13.08445787,17.7664251,222.149117
7602,20140328,59,72,87,20,673,22.54880716,46.04711533,604.4040775
7603,20160812,230,51,188,10,459,67.81709715,40.58948133,350.5934215
7604,20220202,16,37,63,6,484,21.25203966,53.32554981,409.4224105
7605,20200511,100,92,203,16,449,26.56606312,27.45558691,394.97835
7606,20211123,174,45,44,10,898,125.9278105,112.5563925,659.515797
7607,20170828,84,69,177,14,741,103.4346734,49.66497253,587.900354
7608,20161203,247,12,41,4,146,14.26674831,16.83409591,114.8991558
7609,20240416,190,60,98,14,251,15.95186807,30.4220255,204.6261064
7610,20230918,18,14,32,3,292,11.65464915,32.778728,247.5666229
7611,20200520,238,66,202,6,916,94.15365969,104.2939987,717.5523416
7612,20201218,114,48,60,1,482,59.78840336,40.1211235,382.0904731
7613,20210810,30,75,95,11,954,120.4527318,95.50124696,738.0460212
7614,20191212,144,99,215,8,837,27.86418032,75.89656889,733.2392508
7615,20140726,20,99,46,19,528,64.55960156,45.09657938,418.3438191
7616,20190527,56,59,192,18,990,76.63982104,66.75304155,846.6071374
7617,20170813,77,90,108,6,842,41.71373266,96.92157753,703.3646898
7618,20220417,135,47,92,19,943,38.30844189,110.4948539,794.1967042
7619,20201001,163,64,70,1,512,47.34810596,28.7047283,435.9471657
7620,20231230,190,63,192,17,413,20.65284092,51.73589239,340.6112667
7621,20170722,99,53,131,3,465,59.86534782,29.26643232,375.8682199
7622,20220118,228,96,100,10,754,74.05248548,99.85273857,580.094776
7623,20190318,168,25,10,10,716,51.14477391,66.62192807,598.233298
7624,20151107,167,56,114,20,124,6.392430029,15.10920192,102.4983681
7625,20140220,85,60,146,5,573,38.9440749,41.89416837,492.1617567
7626,20150824,167,41,174,15,949,54.40528138,90.37106324,804.2236554
7627,20220625,5,91,11,18,963,93.44888383,107.5890923,761.9620239
7628,20150314,218,70,22,19,187,7.117545051,27.7802425,152.1022125
7629,20191109,86,65,91,12,587,42.04981737,55.99363955,488.9565431
7630,20170718,35,35,28,16,376,41.65761621,36.03100728,298.3113765
7631,20190629,245,61,190,18,361,18.6555109,49.83271307,292.511776
7632,20230523,211,95,158,13,982,80.3326554,69.72822221,831.9391224
7633,20190621,70,30,55,11,471,30.00592138,35.90204224,405.0920364
7634,20150705,239,20,48,19,449,26.80533212,45.67843767,376.5162302
7635,20210128,135,18,199,14,958,112.8608471,136.6889625,708.4501904
7636,20140403,18,15,7,10,431,31.48566819,53.40601767,346.1083141
7637,20160709,110,20,196,14,826,106.6178646,108.4499504,610.932185
7638,20210614,66,19,107,8,471,30.35581712,47.54943694,393.0947459
